instance_name,graph_type,size_n,algorithm,run_id,time_seconds,cost,path_found,ops_count,memory_peak_kb
trap_n14.txt,pathological,14,Backtracking,1,0.002562054000009084,1400.0,1,642,2.09375
trap_n14.txt,pathological,14,Backtracking,2,0.0021811720016557956,1400.0,1,642,1.5859375
trap_n14.txt,pathological,14,DP,1,2.5380895559992496,1400.0,1,745472,2835.703125
trap_n14.txt,pathological,14,DP,2,2.5102551609998045,1400.0,1,745472,2829.75
trap_n14.txt,pathological,14,NearestNeighbor,1,5.416000021796208e-05,-1,0,76,0.8671875
trap_n14.txt,pathological,14,NearestNeighbor,2,2.803999996103812e-05,-1,0,76,0.8671875
trap_n10.txt,pathological,10,Backtracking,1,0.000569124000321608,1000.0,1,208,1.125
trap_n10.txt,pathological,10,Backtracking,2,0.0005542029994103359,1000.0,1,208,1.125
trap_n10.txt,pathological,10,DP,1,0.06251538800097478,1000.0,1,23040,143.4140625
trap_n10.txt,pathological,10,DP,2,0.06266391000099247,1000.0,1,23040,143.1875
trap_n10.txt,pathological,10,NearestNeighbor,1,2.9240000003483146e-05,-1,0,39,0.8671875
trap_n10.txt,pathological,10,NearestNeighbor,2,2.080000012938399e-05,-1,0,39,0.8671875
trap_n18.txt,pathological,18,Backtracking,1,0.005479589999595191,1800.0,1,1468,1.6875
trap_n18.txt,pathological,18,Backtracking,2,0.0054402700006903615,1800.0,1,1468,1.6875
trap_n18.txt,pathological,18,DP,1,73.17357745400113,1800.0,1,20054016,53488.4375
trap_n18.txt,pathological,18,DP,2,73.1694609820006,1800.0,1,20054016,53487.84375
trap_n18.txt,pathological,18,NearestNeighbor,1,5.484099892782979e-05,-1,0,125,1.109375
trap_n18.txt,pathological,18,NearestNeighbor,2,4.8800000513438135e-05,-1,0,125,0.9296875
bipartite_no_hc_5_6.txt,pathological,11,Backtracking,1,0.13149585300016042,-1,0,39390,1.1640625
bipartite_no_hc_5_6.txt,pathological,11,Backtracking,2,0.13076012899909983,-1,0,39390,1.1640625
bipartite_no_hc_5_6.txt,pathological,11,DP,1,0.1740503710007033,-1,0,56320,329.2578125
bipartite_no_hc_5_6.txt,pathological,11,DP,2,0.1738890500000707,-1,0,56320,329.1328125
bipartite_no_hc_5_6.txt,pathological,11,NearestNeighbor,1,4.3199999709031545e-05,-1,0,55,0.9296875
bipartite_no_hc_5_6.txt,pathological,11,NearestNeighbor,2,2.9400000130408444e-05,-1,0,55,0.9296875
cycle_n15.txt,pathological,15,Backtracking,1,0.00010852099876501597,15.0,1,31,1.4375
cycle_n15.txt,pathological,15,Backtracking,2,9.472000056121033e-05,15.0,1,31,1.4375
cycle_n15.txt,pathological,15,DP,1,5.954714084000443,15.0,1,1720320,5899.5859375
cycle_n15.txt,pathological,15,DP,2,5.954796084000918,15.0,1,1720320,5899.09375
cycle_n15.txt,pathological,15,NearestNeighbor,1,6.132000089564826e-05,15.0,1,105,0.9296875
cycle_n15.txt,pathological,15,NearestNeighbor,2,4.3879999793716706e-05,15.0,1,105,0.9296875
trap_n5.txt,pathological,5,Backtracking,1,7.080000068526715e-05,500.0,1,22,0.75
trap_n5.txt,pathological,5,Backtracking,2,5.920100011280738e-05,500.0,1,22,0.75
trap_n5.txt,pathological,5,DP,1,0.00034128199877159204,500.0,1,160,1.6796875
trap_n5.txt,pathological,5,DP,2,0.0003050010000151815,500.0,1,160,1.6796875
trap_n5.txt,pathological,5,NearestNeighbor,1,1.3279999620863236e-05,-1,0,9,0.3671875
trap_n5.txt,pathological,5,NearestNeighbor,2,1.1399999493733048e-05,-1,0,9,0.3671875
trap_n8.txt,pathological,8,Backtracking,1,0.000255241000559181,800.0,1,98,1.0234375
trap_n8.txt,pathological,8,Backtracking,2,0.00027816199872177094,800.0,1,98,1.0234375
trap_n8.txt,pathological,8,DP,1,0.006442276000598213,800.0,1,3584,30.5625
trap_n8.txt,pathological,8,DP,2,0.006293394999374868,800.0,1,3584,28.296875
trap_n8.txt,pathological,8,NearestNeighbor,1,2.260000110254623e-05,-1,0,25,0.8671875
trap_n8.txt,pathological,8,NearestNeighbor,2,1.7279999156016856e-05,-1,0,25,0.8671875
trap_n16.txt,pathological,16,Backtracking,1,0.0034994599991478026,1600.0,1,998,1.5859375
trap_n16.txt,pathological,16,Backtracking,2,0.0035086190000583883,1600.0,1,998,1.5859375
trap_n16.txt,pathological,16,DP,1,13.909130916999857,1600.0,1,3932160,12344.0
trap_n16.txt,pathological,16,DP,2,13.906382979999762,1600.0,1,3932160,12344.171875
trap_n16.txt,pathological,16,NearestNeighbor,1,5.0120001105824485e-05,-1,0,99,1.109375
trap_n16.txt,pathological,16,NearestNeighbor,2,3.1120000130613334e-05,-1,0,99,0.9296875
trap_n12.txt,pathological,12,Backtracking,1,0.0012035669988108566,1200.0,1,384,1.3359375
trap_n12.txt,pathological,12,Backtracking,2,0.0011336459992890013,1200.0,1,384,1.3359375
trap_n12.txt,pathological,12,DP,1,0.42473272800089035,1200.0,1,135168,642.9921875
trap_n12.txt,pathological,12,DP,2,0.42596149499877356,1200.0,1,135168,642.765625
trap_n12.txt,pathological,12,NearestNeighbor,1,3.9399999877787195e-05,-1,0,56,0.8671875
trap_n12.txt,pathological,12,NearestNeighbor,2,2.40400004258845e-05,-1,0,56,0.8671875
trap_n20.txt,pathological,20,Backtracking,1,0.00795092499902239,2000.0,1,2068,1.8125
trap_n20.txt,pathological,20,Backtracking,2,0.007927804001155891,2000.0,1,2068,1.8125
trap_n20.txt,pathological,20,DP,1,372.830121048999,2000.0,1,99614720,229478.578125
